Data Index	Xground	Yground	Zground	Xoff	Yoff	Zoff	Xon	Yon	Zon
44.09250236	5.75E-13	1.16E-13	2.56E-12	6.01E-14	4.59E-14	1.69E-13	7.69E-14	5.20E-14	2.75E-14
44.16574571	3.78E-13	7.16E-14	2.30E-12	7.70E-14	3.92E-14	1.52E-13	6.09E-14	5.95E-14	2.93E-14
44.23898907	3.31E-13	1.32E-13	1.68E-12	9.44E-14	2.42E-14	1.73E-13	5.74E-14	7.12E-14	3.82E-14
44.31223243	4.91E-13	2.10E-13	1.72E-12	4.91E-14	1.58E-14	2.46E-13	2.37E-14	3.90E-14	2.67E-14
44.38547579	4.21E-13	2.52E-13	1.49E-12	1.67E-14	9.09E-15	2.49E-13	2.55E-14	3.88E-14	3.04E-14
44.45871915	3.71E-13	2.08E-13	2.64E-12	3.56E-14	1.51E-14	9.95E-14	4.27E-14	4.04E-14	3.02E-14
44.53196251	5.58E-13	2.36E-13	3.24E-12	5.16E-14	1.92E-14	1.99E-13	5.19E-14	5.10E-14	3.41E-14
44.60520587	5.49E-13	2.09E-13	2.61E-12	4.41E-14	2.13E-14	3.36E-13	2.24E-14	5.40E-14	5.31E-14
44.67844923	7.85E-13	6.57E-13	3.34E-12	4.57E-14	1.76E-14	3.45E-13	4.08E-14	1.01E-13	7.81E-14
44.75169259	2.66E-13	3.91E-13	3.03E-12	3.61E-14	2.10E-14	2.44E-13	4.01E-14	7.36E-14	5.58E-14
44.82493595	2.43E-13	1.59E-13	1.58E-12	2.26E-14	1.07E-14	2.04E-13	4.48E-14	4.85E-14	8.36E-14
44.89817931	4.53E-13	2.27E-13	1.07E-12	2.52E-14	1.29E-14	2.79E-13	4.18E-14	4.42E-14	8.84E-14
44.97142267	5.59E-13	3.03E-13	2.73E-12	1.79E-14	9.14E-15	2.20E-13	5.70E-14	5.11E-14	1.14E-13
45.04466603	3.43E-13	8.68E-13	3.03E-12	1.36E-14	4.73E-15	3.09E-13	1.06E-13	8.51E-14	1.47E-13
45.11790939	8.80E-13	2.37E-12	5.71E-12	4.15E-14	7.54E-15	2.34E-12	1.31E-13	1.71E-13	3.63E-13
45.19115275	1.23E-12	2.91E-12	6.72E-12	6.96E-14	9.50E-15	3.37E-12	5.52E-14	6.58E-14	3.75E-13
45.26439611	5.15E-13	8.21E-13	4.50E-12	4.66E-14	2.66E-14	2.28E-12	4.13E-14	1.28E-14	1.19E-13
45.33763946	4.81E-13	5.03E-13	3.67E-12	6.01E-14	3.40E-14	1.28E-12	5.52E-14	1.17E-14	3.91E-14
45.41088282	3.61E-13	3.81E-13	2.26E-12	7.98E-14	4.65E-14	8.84E-13	3.74E-14	1.72E-14	3.63E-14
45.48412618	4.11E-13	3.67E-13	1.51E-12	6.14E-14	3.93E-14	5.83E-13	3.09E-14	1.61E-14	3.82E-14
45.55736954	6.77E-13	7.82E-13	3.53E-12	5.54E-14	3.27E-14	3.49E-13	2.37E-14	2.41E-14	2.73E-14
45.6306129	4.50E-13	4.94E-13	1.88E-12	3.33E-14	3.69E-14	7.00E-13	3.08E-14	2.43E-14	1.95E-14
45.70385626	7.98E-13	4.26E-13	2.08E-12	6.39E-14	3.58E-14	6.32E-13	7.87E-14	3.14E-14	5.34E-14
45.77709962	2.59E-12	7.40E-13	5.35E-12	7.64E-14	4.09E-14	6.22E-13	7.19E-14	6.45E-14	5.25E-14
45.85034298	1.13E-11	3.68E-12	2.10E-11	8.56E-14	5.22E-14	5.79E-13	1.01E-13	1.09E-13	5.98E-14
45.92358634	4.83E-12	2.07E-12	9.84E-12	9.33E-14	3.60E-14	3.76E-13	1.09E-13	4.73E-14	4.94E-14
45.9968297	7.80E-13	2.16E-12	6.40E-12	1.49E-13	1.76E-14	7.28E-13	2.02E-13	1.85E-13	1.27E-13
46.07007306	6.24E-12	2.78E-12	2.32E-11	3.42E-13	7.76E-14	1.66E-12	2.71E-13	4.13E-13	3.28E-13
46.14331642	6.04E-12	3.04E-12	1.91E-11	2.72E-13	6.17E-14	4.92E-13	1.30E-13	1.38E-13	1.02E-13
46.21655978	7.35E-13	1.62E-12	5.28E-12	1.88E-13	2.71E-14	2.03E-13	1.14E-13	3.40E-14	2.19E-14
46.28980314	3.98E-13	1.40E-12	3.18E-12	3.87E-13	2.69E-14	2.74E-13	1.24E-13	8.97E-14	3.58E-14
46.3630465	7.25E-13	1.38E-12	3.84E-12	8.14E-13	2.53E-14	2.78E-13	1.06E-13	1.05E-13	2.91E-14
46.43628986	8.59E-13	2.29E-12	3.70E-12	1.90E-12	2.52E-14	3.59E-13	1.52E-13	7.67E-14	3.03E-14
46.50953322	8.30E-13	1.41E-12	3.04E-12	2.88E-12	3.82E-14	6.98E-13	1.36E-13	6.95E-14	4.02E-14
46.58277657	4.98E-13	6.29E-13	2.18E-12	1.95E-12	4.23E-14	7.12E-13	8.21E-14	1.19E-13	4.36E-14
46.65601993	6.08E-13	5.86E-13	1.92E-12	8.02E-13	5.13E-14	3.32E-13	1.13E-13	1.03E-13	4.26E-14
46.72926329	6.91E-13	6.76E-13	2.79E-12	8.34E-13	5.30E-14	2.74E-13	1.87E-13	1.18E-13	3.97E-14
46.80250665	6.19E-13	7.51E-13	2.22E-12	3.87E-13	3.35E-14	1.95E-13	2.87E-13	1.03E-13	4.46E-14
46.87575001	6.23E-13	4.75E-13	1.90E-12	4.64E-13	1.05E-13	7.33E-13	6.81E-13	3.50E-13	5.02E-14
46.94899337	1.46E-12	1.20E-12	2.44E-12	6.00E-13	3.43E-13	1.97E-12	2.03E-12	1.53E-12	1.43E-13
47.02223673	1.31E-12	7.27E-13	3.18E-12	3.10E-13	2.89E-13	1.38E-12	1.63E-12	1.49E-12	2.16E-13
47.09548009	6.84E-13	2.91E-13	2.62E-12	2.43E-13	1.30E-13	1.07E-12	7.10E-13	6.51E-13	1.08E-13
47.16872345	7.52E-13	4.50E-13	2.77E-12	1.78E-13	1.07E-13	1.09E-12	7.73E-13	3.29E-13	1.46E-13
47.24196681	6.40E-13	5.74E-13	3.39E-12	8.87E-14	1.64E-13	1.39E-12	1.05E-12	4.69E-13	1.04E-13
47.31521017	7.72E-13	7.69E-13	5.06E-12	1.24E-13	1.37E-13	1.36E-12	1.40E-12	3.96E-13	1.36E-13
47.38845353	5.60E-13	8.67E-13	3.16E-12	2.73E-13	1.31E-13	1.02E-12	9.53E-13	5.79E-13	1.29E-13
47.46169689	2.58E-13	3.01E-13	8.57E-13	3.22E-13	9.86E-14	7.55E-13	7.30E-13	3.54E-13	2.02E-13
47.53494025	3.62E-13	1.41E-13	3.02E-12	2.23E-13	2.12E-13	8.91E-13	3.93E-13	7.12E-13	3.46E-13
47.60818361	4.09E-13	3.10E-13	2.90E-12	1.64E-13	3.45E-13	1.47E-12	5.38E-13	7.14E-13	3.49E-13
47.68142697	5.42E-13	4.99E-13	1.89E-12	2.38E-13	3.49E-13	2.12E-12	6.86E-13	2.93E-13	3.33E-13
47.75467032	4.64E-13	5.47E-13	1.81E-12	1.70E-13	2.22E-13	1.80E-12	7.73E-13	1.29E-13	2.47E-13
47.82791368	3.86E-13	2.52E-13	2.66E-12	1.12E-13	1.15E-13	1.01E-12	6.72E-13	2.06E-13	3.69E-13
47.90115704	4.18E-13	2.30E-13	3.26E-12	9.18E-14	1.44E-13	8.64E-13	1.49E-12	4.48E-13	3.16E-13
47.9744004	5.22E-13	3.13E-13	2.30E-12	9.96E-14	2.38E-13	1.03E-12	1.11E-12	4.91E-13	2.86E-13
48.04764376	2.67E-13	2.78E-13	1.35E-12	7.49E-14	1.90E-13	8.14E-13	5.00E-13	3.30E-13	3.43E-13
48.12088712	4.74E-13	1.56E-13	1.44E-12	1.25E-13	1.50E-13	9.92E-13	5.84E-13	4.35E-13	2.68E-13
48.19413048	5.31E-13	3.00E-13	1.16E-12	1.40E-13	1.38E-13	8.82E-13	3.99E-13	4.53E-13	4.49E-13
48.26737384	1.77E-12	3.74E-13	3.49E-12	1.13E-13	4.82E-14	7.87E-13	5.15E-13	3.29E-13	5.53E-13
48.3406172	4.61E-12	7.19E-12	1.70E-11	4.95E-13	1.18E-13	6.39E-12	1.61E-12	1.11E-12	9.12E-13
48.41386056	7.62E-12	2.08E-11	3.11E-11	7.75E-13	2.06E-13	1.09E-11	1.65E-12	1.71E-12	1.23E-12
48.48710392	1.79E-12	4.47E-12	4.67E-12	2.21E-13	1.42E-13	2.89E-12	5.72E-13	8.44E-13	5.99E-13
48.56034728	6.68E-13	1.85E-13	8.60E-13	1.18E-13	3.14E-13	2.19E-12	6.75E-13	9.76E-13	2.68E-13
48.63359064	3.23E-13	2.05E-13	2.26E-12	1.80E-13	2.71E-13	3.79E-12	3.79E-13	6.13E-13	4.32E-13
48.706834	2.23E-13	2.77E-13	2.48E-12	2.66E-13	4.39E-13	6.91E-12	4.66E-13	1.44E-12	4.69E-13
48.78007736	4.07E-13	1.91E-13	2.64E-12	2.55E-13	7.18E-13	6.06E-12	5.32E-13	9.90E-13	3.61E-13
48.85332072	4.64E-13	2.44E-13	3.26E-12	2.51E-13	6.01E-13	1.13E-11	5.57E-13	6.19E-13	2.48E-13
48.92656408	4.44E-12	1.19E-12	7.64E-12	6.67E-13	1.64E-12	2.34E-11	1.21E-12	1.56E-12	1.86E-13
48.99980743	4.74E-12	2.17E-12	9.66E-12	5.48E-13	2.50E-12	1.29E-11	9.81E-13	2.06E-12	3.49E-13
49.07305079	8.26E-13	1.82E-12	6.74E-12	1.74E-13	1.74E-12	1.13E-11	3.48E-13	8.97E-13	3.28E-13
49.14629415	6.39E-13	1.02E-12	4.57E-12	1.23E-13	7.10E-13	1.22E-11	5.76E-13	7.05E-13	1.52E-13
49.21953751	7.12E-13	7.63E-13	5.16E-12	1.33E-13	5.33E-13	6.80E-12	7.70E-13	6.64E-13	1.76E-13
49.29278087	6.21E-13	7.02E-13	5.98E-12	2.80E-13	6.20E-13	3.53E-12	5.85E-13	5.88E-13	1.63E-13
49.36602423	8.43E-13	8.62E-13	4.97E-12	3.91E-13	6.55E-13	2.55E-12	6.08E-13	7.54E-13	1.33E-13
49.43926759	1.40E-12	6.55E-13	7.25E-12	2.46E-13	6.16E-13	2.61E-12	4.29E-13	9.15E-13	2.24E-13
49.51251095	1.82E-12	4.29E-13	3.93E-12	1.51E-13	4.40E-13	2.20E-12	4.40E-13	1.14E-12	2.41E-13
49.58575431	1.69E-12	1.15E-12	5.54E-12	1.91E-13	6.76E-13	2.94E-12	5.20E-13	5.90E-13	1.71E-13
49.65899767	2.97E-12	2.86E-12	1.54E-11	2.60E-13	9.29E-13	5.15E-12	5.99E-13	4.89E-13	2.27E-13
49.73224103	2.58E-12	2.09E-12	5.57E-12	3.32E-13	7.53E-13	6.14E-12	6.46E-13	5.36E-13	3.21E-13
49.80548439	1.21E-12	8.34E-13	2.57E-12	1.63E-13	5.19E-13	2.79E-12	3.80E-13	3.20E-13	3.32E-13
49.87872775	4.70E-13	5.64E-13	3.11E-12	1.04E-13	1.84E-13	9.93E-13	3.04E-13	2.48E-13	1.49E-13
49.95197111	5.59E-13	4.15E-13	3.08E-12	2.30E-13	1.61E-13	8.70E-13	2.38E-13	1.41E-13	2.05E-13
50.02521447	4.55E-13	3.24E-13	2.84E-12	2.83E-13	3.69E-13	1.52E-12	1.92E-13	1.08E-13	1.24E-13
50.09845783	9.34E-13	9.79E-13	1.94E-12	1.70E-13	3.49E-13	1.78E-12	7.66E-14	1.36E-13	7.91E-14
50.17170118	1.39E-12	1.23E-12	1.19E-12	2.00E-13	2.60E-13	1.35E-12	7.50E-14	1.53E-13	3.77E-14
50.24494454	9.68E-13	5.68E-13	1.93E-12	1.52E-13	2.51E-13	2.19E-12	1.06E-13	2.06E-13	9.91E-14
50.3181879	5.10E-13	4.88E-13	3.42E-12	2.83E-13	4.10E-13	3.75E-12	1.08E-13	1.34E-13	7.40E-14
50.39143126	1.19E-12	3.79E-13	2.87E-12	4.11E-13	6.20E-13	4.13E-12	9.89E-14	5.49E-14	5.55E-14
50.46467462	1.20E-12	3.74E-13	3.31E-12	2.52E-13	8.53E-13	3.93E-12	6.30E-14	7.17E-14	5.18E-14
50.53791798	7.30E-13	2.94E-13	3.16E-12	2.61E-13	6.02E-13	2.90E-12	9.54E-14	8.90E-14	3.37E-14
50.61116134	1.00E-12	3.80E-13	2.96E-12	5.33E-13	5.47E-13	2.14E-11	2.78E-13	9.79E-14	1.22E-13
50.6844047	2.08E-12	9.20E-13	5.38E-12	8.06E-13	1.05E-12	3.41E-11	2.65E-13	1.25E-13	2.58E-13
50.75764806	1.28E-12	4.72E-13	3.94E-12	2.86E-13	9.60E-13	9.78E-12	1.13E-13	8.20E-14	1.55E-13
50.83089142	6.65E-13	2.87E-13	3.43E-12	3.30E-13	5.23E-13	6.64E-12	9.96E-14	8.54E-14	7.67E-14
50.90413478	1.11E-12	6.47E-13	4.88E-12	5.94E-13	4.12E-13	6.84E-12	1.65E-13	1.70E-13	6.72E-14
50.97737814	9.65E-13	5.43E-13	3.03E-11	1.06E-12	2.96E-13	8.19E-12	1.58E-13	1.06E-13	1.06E-13
51.0506215	4.31E-13	3.10E-13	1.89E-10	6.57E-13	2.63E-13	2.69E-11	1.86E-13	8.99E-14	1.40E-13
51.12386486	6.18E-13	3.78E-13	2.13E-10	1.74E-12	4.52E-13	4.63E-11	3.41E-13	2.12E-13	1.22E-13
51.19710822	8.28E-13	5.97E-13	7.24E-11	2.69E-12	5.38E-13	3.01E-11	1.38E-13	2.82E-13	1.71E-13
51.27035158	9.37E-13	3.89E-13	6.91E-11	8.37E-13	2.98E-13	1.94E-11	7.41E-14	1.32E-13	1.20E-13
51.34359494	5.81E-13	4.01E-13	1.97E-11	3.92E-13	3.44E-13	1.72E-11	9.83E-14	1.08E-13	6.07E-14
51.41683829	3.24E-13	4.11E-13	1.86E-11	4.45E-13	3.24E-13	2.52E-11	9.74E-14	2.09E-13	1.09E-13
51.49008165	6.60E-13	2.47E-13	7.01E-11	3.57E-13	2.96E-13	2.46E-11	1.54E-13	1.94E-13	9.28E-14
51.56332501	1.20E-12	4.33E-13	4.94E-11	5.68E-13	4.88E-13	1.58E-11	2.31E-13	1.86E-13	1.79E-13
51.63656837	1.18E-12	5.52E-13	1.83E-11	8.98E-13	5.55E-13	1.15E-11	2.91E-13	3.24E-13	1.51E-13
51.70981173	7.16E-13	2.48E-13	1.32E-11	4.33E-13	4.96E-13	1.37E-11	1.53E-13	2.56E-13	9.98E-14
51.78305509	1.54E-12	1.93E-13	1.44E-11	1.17E-13	4.60E-13	5.59E-12	1.39E-13	1.56E-13	1.21E-13
51.85629845	4.30E-12	3.99E-13	3.86E-11	1.07E-13	3.73E-13	5.21E-12	1.82E-13	2.05E-13	8.35E-14
51.92954181	2.06E-12	3.59E-13	5.13E-11	8.93E-14	2.20E-13	4.21E-12	3.03E-13	4.72E-13	1.06E-13
52.00278517	1.07E-12	3.56E-13	2.97E-11	1.25E-13	1.35E-13	2.16E-12	7.96E-13	5.42E-13	9.65E-14
52.07602853	1.31E-12	7.34E-13	1.00E-11	1.50E-13	1.08E-13	4.87E-12	7.80E-13	1.09E-12	2.16E-13
52.14927189	3.72E-12	1.06E-12	7.18E-12	5.48E-13	1.88E-13	3.80E-12	8.47E-13	1.89E-12	3.77E-13
52.22251525	1.15E-10	3.75E-11	2.38E-11	8.86E-12	2.68E-12	6.35E-12	1.43E-11	1.91E-11	2.44E-12
52.29575861	1.50E-10	8.09E-11	3.90E-11	1.20E-11	6.19E-12	5.90E-12	1.57E-11	2.39E-11	4.46E-12
52.36900197	9.83E-12	1.38E-11	1.18E-11	1.52E-12	1.32E-12	1.41E-12	1.35E-12	2.35E-12	7.98E-13
52.44224533	2.37E-12	1.07E-12	2.97E-12	8.52E-13	1.39E-13	2.72E-12	6.95E-13	7.64E-13	1.41E-13
52.51548869	1.40E-12	6.18E-13	1.75E-11	5.35E-13	7.32E-14	2.92E-12	5.02E-13	5.06E-13	1.39E-13
52.58873204	1.21E-12	2.67E-13	3.38E-11	7.41E-13	8.01E-14	1.57E-12	5.75E-13	2.28E-13	7.18E-14
52.6619754	1.24E-12	4.48E-13	2.65E-11	7.88E-13	5.74E-14	8.66E-13	7.43E-13	2.67E-13	8.43E-14
52.73521876	2.62E-12	1.91E-13	7.24E-12	4.41E-13	4.65E-14	1.05E-12	5.58E-13	3.84E-13	7.00E-14
52.80846212	4.48E-12	4.53E-13	4.91E-12	2.14E-13	3.63E-14	6.67E-13	2.12E-13	3.12E-13	1.44E-13
52.88170548	2.61E-12	4.75E-13	9.26E-12	2.07E-13	3.87E-14	9.60E-13	2.22E-13	1.95E-13	6.38E-14
52.95494884	1.21E-12	1.16E-13	7.60E-12	1.27E-13	2.44E-14	1.14E-12	2.37E-13	1.00E-13	7.27E-14
53.0281922	9.91E-13	1.40E-13	8.35E-12	7.34E-14	1.14E-14	6.30E-13	8.14E-14	5.82E-14	6.86E-14
53.10143556	7.52E-13	1.73E-13	8.04E-12	4.88E-14	5.30E-15	6.11E-13	1.37E-13	3.76E-14	6.03E-14
53.17467892	1.18E-12	2.79E-13	6.30E-12	4.38E-14	5.43E-15	9.70E-13	2.23E-13	6.56E-14	1.48E-13
53.24792228	1.60E-12	2.02E-13	1.30E-11	3.07E-14	3.41E-15	6.52E-13	1.57E-13	6.63E-14	1.72E-13
53.32116564	1.94E-12	2.13E-13	1.72E-11	4.63E-14	2.91E-15	5.76E-13	1.81E-13	4.19E-14	1.24E-13
53.394409	3.73E-12	1.27E-13	1.74E-11	4.64E-14	1.23E-15	7.18E-13	1.82E-13	3.83E-14	8.39E-14
53.46765236	3.69E-12	1.70E-13	2.47E-11	5.66E-14	3.07E-15	5.89E-13	8.91E-14	4.00E-14	4.83E-14
53.54089572	1.43E-12	1.94E-13	2.94E-11	4.66E-14	4.82E-15	3.02E-13	1.31E-13	4.09E-14	7.87E-14
53.61413908	2.12E-12	3.11E-13	2.53E-11	5.87E-14	2.36E-15	2.20E-13	1.24E-13	2.70E-14	1.06E-13
53.68738244	1.92E-12	2.70E-13	2.06E-11	5.26E-14	2.02E-15	1.77E-13	1.58E-13	2.78E-14	8.57E-14
53.7606258	3.95E-12	3.99E-13	1.24E-11	3.95E-14	3.30E-15	4.27E-13	2.92E-13	6.37E-14	7.37E-14
53.83386915	2.50E-11	2.80E-12	1.64E-11	6.97E-13	2.51E-14	3.70E-12	3.19E-12	1.05E-12	9.11E-13
53.90711251	2.93E-11	5.82E-12	1.66E-11	9.41E-13	4.51E-14	3.73E-12	3.28E-12	1.35E-12	1.70E-12
53.98035587	5.06E-12	1.50E-12	5.74E-12	8.34E-14	9.80E-15	4.47E-13	3.91E-13	1.41E-13	3.05E-13
54.05359923	3.99E-12	5.40E-13	4.78E-12	6.66E-14	3.42E-15	1.85E-13	8.95E-14	3.29E-14	2.88E-14
54.12684259	1.97E-11	2.41E-12	8.33E-12	5.80E-14	4.50E-15	4.57E-13	1.58E-13	5.56E-14	4.58E-14
54.20008595	1.04E-11	2.11E-12	6.10E-12	2.73E-14	3.85E-15	2.54E-13	8.87E-14	2.55E-14	3.95E-14
54.27332931	1.76E-12	2.64E-13	3.97E-12	1.49E-14	2.27E-15	1.01E-13	8.33E-14	8.09E-15	2.82E-14
54.34657267	1.13E-12	2.69E-13	5.70E-12	1.70E-14	2.29E-15	1.02E-13	8.86E-14	7.52E-15	2.77E-14
54.41981603	2.19E-12	4.13E-13	7.39E-12	1.77E-14	3.79E-15	1.37E-13	5.70E-14	1.54E-14	2.58E-14
54.49305939	3.25E-12	5.29E-13	1.24E-11	1.05E-14	3.72E-15	9.23E-14	5.23E-14	2.14E-14	1.66E-14
54.56630275	5.11E-12	8.43E-13	1.61E-11	9.58E-15	2.63E-15	6.14E-14	5.54E-14	1.86E-14	3.42E-14
54.63954611	6.45E-12	2.09E-12	1.83E-11	9.31E-15	2.82E-15	2.36E-13	6.42E-14	1.74E-14	3.74E-14
54.71278947	2.71E-12	1.57E-12	1.96E-11	8.27E-15	3.79E-15	4.05E-13	5.07E-14	1.45E-14	3.45E-14
54.78603283	2.75E-12	2.39E-13	3.23E-11	5.59E-15	1.66E-15	2.01E-13	1.95E-14	1.00E-14	2.36E-14
54.85927619	3.25E-12	3.95E-13	4.81E-11	5.22E-15	2.00E-15	2.06E-13	2.80E-14	7.22E-15	4.25E-14
54.93251955	5.16E-12	5.53E-13	5.54E-11	3.70E-15	2.64E-15	1.83E-13	1.79E-14	9.17E-15	3.05E-14
55.0057629	6.51E-12	6.01E-13	5.46E-11	3.81E-15	1.56E-15	1.52E-13	1.18E-14	1.44E-14	3.24E-14
55.07900626	4.60E-12	7.47E-13	4.61E-11	2.83E-15	2.55E-15	1.08E-13	1.36E-14	8.63E-15	4.45E-14
55.15224962	5.92E-12	7.74E-13	1.92E-11	2.18E-15	2.33E-15	1.85E-13	1.17E-14	7.55E-15	4.41E-14
55.22549298	7.49E-12	1.09E-12	1.04E-11	2.35E-15	2.12E-15	1.22E-13	1.09E-14	7.60E-15	3.73E-14
55.29873634	1.53E-11	1.38E-12	7.15E-12	2.12E-15	2.48E-15	9.15E-14	1.54E-14	5.42E-15	4.74E-14
55.3719797	1.81E-11	1.15E-12	8.91E-12	4.54E-15	2.11E-15	9.20E-14	2.11E-14	3.61E-15	3.79E-14
55.44522306	2.15E-11	1.22E-12	9.98E-12	4.30E-15	3.60E-15	8.36E-14	2.02E-14	4.70E-15	5.52E-14
55.51846642	2.03E-11	1.49E-12	1.60E-11	3.71E-15	3.91E-15	1.01E-13	2.04E-14	5.27E-15	4.33E-14
55.59170978	2.03E-11	1.86E-12	1.32E-11	3.65E-15	5.50E-15	1.18E-13	1.71E-14	4.70E-15	5.78E-14
55.66495314	2.23E-11	3.64E-12	1.20E-11	2.06E-15	3.75E-15	8.62E-14	9.70E-15	5.74E-15	8.54E-14
55.7381965	2.49E-11	2.14E-12	1.71E-11	2.02E-15	3.17E-15	8.47E-14	1.03E-14	5.41E-15	4.98E-14
55.81143986	1.70E-11	1.44E-12	1.13E-11	4.56E-15	2.17E-15	7.07E-14	2.18E-14	6.20E-15	2.38E-14
55.88468322	1.12E-11	6.87E-13	8.20E-12	5.16E-15	2.01E-15	9.56E-14	3.03E-14	6.75E-15	3.24E-14
55.95792658	8.95E-11	2.05E-12	2.61E-11	3.22E-15	2.68E-15	1.72E-13	2.33E-14	1.82E-14	8.12E-14
56.03116994	3.00E-10	7.36E-12	4.79E-11	3.25E-15	5.01E-15	2.14E-13	2.02E-14	2.76E-14	1.98E-13
56.1044133	8.60E-11	6.18E-12	2.16E-11	1.96E-15	3.01E-15	6.38E-14	1.10E-14	1.14E-14	9.13E-14
56.17765666	1.01E-11	2.66E-12	7.46E-12	2.28E-15	2.76E-15	4.20E-14	1.67E-14	3.91E-15	3.27E-14
56.25090001	6.09E-12	2.21E-12	8.08E-12	2.63E-15	2.07E-15	6.41E-14	1.64E-14	5.26E-15	2.11E-14
56.32414337	9.54E-11	6.61E-12	9.75E-12	3.19E-15	2.73E-15	6.47E-14	8.73E-15	8.51E-15	3.32E-14
56.39738673	1.93E-10	2.59E-11	1.40E-11	2.96E-15	4.06E-15	7.64E-14	1.75E-14	8.60E-15	9.15E-14
56.47063009	5.19E-11	1.30E-11	1.60E-11	3.22E-15	3.71E-15	5.22E-14	1.14E-14	5.69E-15	5.38E-14
56.54387345	3.09E-11	7.43E-12	2.21E-11	2.36E-15	3.07E-15	5.72E-14	9.50E-15	7.62E-15	4.08E-14
56.61711681	4.26E-11	9.73E-12	2.12E-11	2.07E-15	1.79E-15	6.26E-14	7.12E-15	8.91E-15	4.50E-14
56.69036017	4.30E-11	1.23E-11	1.76E-11	1.03E-15	1.83E-15	4.56E-14	1.90E-14	5.80E-15	4.91E-14
56.76360353	1.07E-10	2.56E-11	2.79E-11	1.18E-15	2.26E-15	9.28E-14	3.04E-14	7.98E-15	9.35E-14
56.83684689	2.72E-10	6.19E-11	6.71E-11	4.58E-15	2.73E-15	1.10E-13	2.39E-14	9.46E-15	1.16E-13
56.91009025	4.58E-10	1.11E-10	6.84E-11	6.10E-15	3.15E-15	1.11E-13	1.87E-14	8.65E-15	1.12E-13
56.98333361	3.24E-10	1.16E-10	9.59E-11	5.22E-15	4.37E-15	9.56E-14	3.49E-14	6.09E-15	9.86E-14
57.05657697	2.66E-10	1.33E-10	2.29E-10	4.55E-15	2.96E-15	1.38E-13	2.37E-14	7.97E-15	7.53E-14
57.12982033	1.32E-10	8.06E-11	7.40E-11	2.78E-15	2.00E-15	1.24E-13	1.02E-14	6.64E-15	4.34E-14
57.20306369	3.80E-11	3.59E-11	6.24E-12	2.26E-15	2.60E-15	6.97E-14	1.37E-14	4.58E-15	3.23E-14
57.27630705	1.50E-11	9.81E-12	3.60E-12	2.36E-15	2.10E-15	6.53E-14	1.33E-14	7.14E-15	4.12E-14
57.34955041	1.24E-11	3.37E-12	4.66E-12	2.87E-15	1.98E-15	5.89E-14	1.08E-14	6.27E-15	5.75E-14
57.42279376	1.66E-11	3.71E-12	4.43E-12	3.31E-15	2.94E-15	7.07E-14	9.80E-15	7.77E-15	9.01E-14
57.49603712	2.63E-11	2.92E-12	5.92E-12	2.91E-15	2.13E-15	6.82E-14	8.92E-15	1.00E-14	6.13E-14
57.56928048	1.04E-10	9.92E-12	1.14E-11	3.83E-15	1.22E-15	2.84E-14	8.37E-15	6.79E-15	4.40E-14
57.64252384	7.33E-10	4.37E-11	9.86E-11	2.48E-15	2.96E-15	8.04E-14	2.11E-14	6.76E-15	1.39E-13
57.7157672	2.95E-09	2.36E-10	7.34E-10	4.25E-15	5.27E-15	4.89E-13	5.53E-14	1.48E-14	6.68E-13
57.78901056	1.67E-09	2.26E-10	1.48E-09	1.68E-14	1.52E-14	1.89E-12	1.12E-13	2.32E-14	9.39E-13
57.86225392	2.01E-10	1.26E-10	6.60E-10	2.37E-14	3.62E-14	1.83E-12	1.04E-13	4.17E-14	7.89E-13
57.93549728	1.56E-10	3.39E-11	1.37E-10	5.24E-15	1.30E-14	1.78E-13	1.94E-14	1.09E-14	1.72E-13
58.00874064	1.17E-10	1.99E-11	1.85E-10	3.42E-15	7.25E-15	5.88E-14	1.05E-14	1.09E-14	8.33E-14
58.081984	4.83E-11	1.05E-11	2.12E-11	2.61E-15	5.27E-15	4.21E-14	1.03E-14	8.83E-15	5.28E-14
58.15522736	2.51E-11	2.33E-12	7.73E-12	3.94E-15	5.22E-15	4.83E-14	1.30E-14	9.28E-15	4.37E-14
58.22847072	4.23E-11	1.71E-12	9.30E-12	5.28E-15	5.67E-15	5.94E-14	1.03E-14	1.35E-14	5.35E-14
58.30171408	5.74E-10	4.42E-12	5.96E-11	5.55E-15	1.25E-14	4.59E-13	1.78E-14	1.39E-14	1.09E-13
58.37495744	8.97E-10	2.21E-11	1.04E-10	2.38E-14	4.72E-14	3.50E-12	8.05E-14	3.49E-14	2.04E-13
58.4482008	1.59E-10	2.66E-11	4.56E-11	1.93E-14	5.93E-14	2.28E-12	5.24E-14	3.11E-14	2.26E-13
58.52144416	3.55E-11	4.57E-12	1.96E-11	6.71E-15	1.08E-14	8.70E-14	2.18E-14	8.24E-15	3.30E-13
58.59468752	5.56E-10	1.38E-11	7.88E-11	7.67E-15	4.85E-15	1.47E-13	3.00E-14	1.09E-14	7.51E-13
58.66793087	1.22E-09	8.67E-11	5.97E-11	1.71E-14	9.85E-15	7.52E-13	1.09E-13	2.44E-14	1.37E-12
58.74117423	4.61E-10	7.23E-11	5.80E-11	1.10E-14	1.11E-14	5.84E-13	7.56E-14	1.43E-14	1.15E-12
58.81441759	2.10E-10	1.65E-11	2.14E-11	5.07E-15	8.23E-15	3.46E-13	2.06E-14	6.10E-15	3.32E-13
