Data Index	Xground	Yground	Zground	Xoff	Yoff	Zoff	Xon	Yon	Zon
1365.402706	9.48E-16	7.11E-16	7.17E-16	1.13E-15	2.25E-15	1.72E-15	1.35E-15	1.44E-15	2.00E-15
1365.475949	1.22E-15	5.48E-16	1.18E-15	1.17E-15	1.89E-15	1.88E-15	1.27E-15	1.42E-15	1.35E-15
1365.549193	8.51E-16	4.21E-16	1.83E-15	1.35E-15	1.40E-15	1.67E-15	8.82E-16	1.27E-15	9.45E-16
1365.622436	7.05E-16	5.41E-16	7.35E-16	7.81E-16	1.31E-15	2.06E-15	1.40E-15	1.93E-15	8.85E-16
1365.695679	7.12E-16	4.91E-16	5.97E-16	1.49E-15	9.78E-16	1.75E-15	8.65E-16	1.45E-15	1.09E-15
1365.768923	9.22E-16	6.29E-16	6.71E-16	1.52E-15	8.94E-16	1.46E-15	6.50E-16	1.21E-15	9.17E-16
1365.842166	8.41E-16	6.30E-16	6.76E-16	1.60E-15	1.28E-15	1.23E-15	1.68E-15	1.86E-15	1.78E-15
1365.915409	5.72E-16	7.49E-16	8.86E-16	1.60E-15	1.65E-15	1.70E-15	1.39E-15	1.02E-15	1.99E-15
1365.988653	4.15E-16	9.79E-16	7.35E-16	1.77E-15	1.48E-15	1.76E-15	8.39E-16	1.18E-15	9.11E-16
1366.061896	7.85E-16	9.48E-16	6.18E-16	1.63E-15	1.78E-15	1.10E-15	9.11E-16	1.66E-15	7.77E-16
1366.135139	8.61E-16	8.31E-16	8.87E-16	1.64E-15	1.36E-15	1.40E-15	1.12E-15	1.75E-15	3.96E-16
1366.208383	7.28E-16	9.00E-16	1.20E-15	1.18E-15	7.92E-16	1.37E-15	1.05E-15	1.03E-15	1.18E-15
1366.281626	6.44E-16	7.85E-16	7.97E-16	1.08E-15	8.52E-16	1.18E-15	1.37E-15	7.82E-16	1.64E-15
1366.354869	1.04E-15	9.55E-16	6.19E-16	1.07E-15	1.23E-15	9.06E-16	2.26E-15	1.00E-15	8.25E-16
1366.428113	9.36E-16	8.97E-16	7.54E-16	1.59E-15	1.39E-15	1.49E-15	1.99E-15	1.38E-15	7.76E-16
1366.501356	5.11E-16	7.01E-16	8.71E-16	1.59E-15	1.52E-15	1.62E-15	1.22E-15	1.53E-15	8.73E-16
1366.5746	4.46E-16	7.21E-16	1.17E-15	1.63E-15	1.51E-15	9.72E-16	1.12E-15	1.02E-15	1.09E-15
1366.647843	5.91E-16	7.61E-16	1.33E-15	2.37E-15	1.23E-15	5.38E-16	1.12E-15	1.15E-15	1.56E-15
1366.721086	8.07E-16	1.27E-15	1.09E-15	1.43E-15	1.29E-15	1.43E-15	8.96E-16	1.01E-15	9.09E-16
1366.79433	6.85E-16	1.15E-15	6.69E-16	1.24E-15	1.36E-15	1.46E-15	1.50E-15	2.04E-15	5.51E-16
1366.867573	6.17E-16	7.17E-16	6.17E-16	2.53E-15	9.86E-16	8.78E-16	2.56E-15	2.22E-15	1.31E-15
1366.940816	1.12E-15	6.93E-16	5.58E-16	2.05E-15	1.17E-15	1.17E-15	2.27E-15	1.69E-15	1.52E-15
1367.01406	1.09E-15	8.23E-16	3.73E-16	1.40E-15	1.32E-15	1.64E-15	1.65E-15	1.90E-15	1.17E-15
1367.087303	5.96E-16	7.03E-16	1.09E-15	1.30E-15	6.59E-16	1.59E-15	9.01E-16	1.48E-15	1.00E-15
1367.160546	8.82E-16	7.97E-16	9.79E-16	9.47E-16	1.28E-15	9.38E-16	1.27E-15	1.21E-15	1.00E-15
1367.23379	1.07E-15	1.08E-15	6.88E-16	5.67E-16	1.50E-15	8.57E-16	1.82E-15	8.59E-16	8.41E-16
1367.307033	7.15E-16	1.27E-15	5.61E-16	5.12E-16	1.42E-15	8.88E-16	1.15E-15	1.69E-15	1.34E-15
1367.380277	4.09E-16	1.16E-15	7.18E-16	1.08E-15	1.23E-15	1.52E-15	1.45E-15	1.99E-15	1.98E-15
1367.45352	9.08E-16	5.70E-16	4.49E-16	1.20E-15	1.15E-15	1.29E-15	2.19E-15	7.64E-16	1.35E-15
1367.526763	9.37E-16	5.64E-16	6.69E-16	1.02E-15	1.06E-15	8.58E-16	1.45E-15	1.13E-15	2.04E-15
1367.600007	6.44E-16	4.91E-16	8.59E-16	1.06E-15	1.00E-15	1.19E-15	1.81E-15	1.33E-15	1.76E-15
1367.67325	4.41E-16	7.36E-16	5.81E-16	1.66E-15	5.85E-16	1.85E-15	2.32E-15	1.55E-15	1.39E-15
1367.746493	8.73E-16	9.17E-16	7.97E-16	1.52E-15	1.27E-15	1.48E-15	1.43E-15	1.57E-15	1.51E-15
1367.819737	1.40E-15	8.37E-16	8.53E-16	1.15E-15	1.19E-15	9.64E-16	1.17E-15	1.86E-15	1.25E-15
1367.89298	1.71E-15	9.02E-16	7.21E-16	9.98E-16	1.20E-15	1.15E-15	1.74E-15	1.31E-15	1.76E-15
1367.966223	1.04E-15	5.38E-16	1.08E-15	7.61E-16	8.43E-16	8.89E-16	2.25E-15	8.05E-16	1.29E-15
1368.039467	8.60E-16	4.79E-16	1.42E-15	6.79E-16	1.16E-15	8.90E-16	1.17E-15	1.70E-15	1.89E-15
1368.11271	7.11E-16	1.02E-15	9.29E-16	9.69E-16	1.08E-15	1.19E-15	1.03E-15	1.46E-15	1.63E-15
1368.185953	5.77E-16	8.90E-16	9.68E-16	1.05E-15	5.08E-16	1.03E-15	1.33E-15	1.50E-15	1.46E-15
1368.259197	6.85E-16	8.58E-16	8.23E-16	1.22E-15	1.27E-15	8.07E-16	1.80E-15	2.06E-15	9.15E-16
1368.33244	8.60E-16	1.06E-15	1.17E-15	1.70E-15	1.18E-15	1.23E-15	1.14E-15	1.81E-15	1.05E-15
1368.405684	7.93E-16	8.06E-16	8.70E-16	6.00E-16	1.47E-15	1.71E-15	1.28E-15	1.28E-15	1.18E-15
1368.478927	7.64E-16	6.47E-16	7.28E-16	6.48E-16	1.66E-15	9.74E-16	1.11E-15	1.48E-15	1.64E-15
1368.55217	8.93E-16	7.45E-16	6.95E-16	9.66E-16	1.05E-15	8.15E-16	6.70E-16	1.35E-15	1.25E-15
1368.625414	1.05E-15	8.61E-16	6.59E-16	1.49E-15	1.40E-15	1.62E-15	7.93E-16	4.82E-16	7.59E-16
1368.698657	1.10E-15	1.05E-15	8.36E-16	2.12E-15	1.69E-15	1.55E-15	1.37E-15	1.11E-15	7.79E-16
1368.7719	5.73E-16	1.13E-15	7.13E-16	1.19E-15	1.39E-15	1.44E-15	1.72E-15	2.25E-15	1.21E-15
1368.845144	4.33E-16	7.05E-16	7.33E-16	1.10E-15	1.45E-15	1.54E-15	1.61E-15	1.26E-15	1.24E-15
1368.918387	4.81E-16	7.62E-16	1.51E-15	1.49E-15	1.53E-15	1.43E-15	2.36E-15	1.48E-15	1.49E-15
1368.99163	6.87E-16	1.28E-15	6.82E-16	1.15E-15	1.10E-15	2.01E-15	2.15E-15	1.66E-15	1.85E-15
1369.064874	6.94E-16	1.43E-15	8.22E-16	1.18E-15	4.93E-16	1.44E-15	1.80E-15	1.59E-15	6.11E-16
1369.138117	9.79E-16	1.18E-15	5.37E-16	9.41E-16	9.27E-16	9.68E-16	1.53E-15	1.02E-15	9.30E-16
1369.211361	6.41E-16	5.57E-16	3.49E-16	1.35E-15	1.34E-15	9.42E-16	9.71E-16	1.15E-15	9.64E-16
1369.284604	4.21E-16	9.06E-16	3.69E-16	1.51E-15	1.76E-15	1.47E-15	8.21E-16	1.54E-15	1.29E-15
1369.357847	5.62E-16	1.19E-15	5.90E-16	1.76E-15	1.96E-15	9.32E-16	5.51E-16	8.09E-16	1.49E-15
1369.431091	4.03E-16	8.67E-16	7.34E-16	9.07E-16	1.96E-15	6.91E-16	7.48E-16	1.04E-15	1.00E-15
1369.504334	6.76E-16	7.20E-16	5.60E-16	9.96E-16	2.12E-15	6.68E-16	1.11E-15	1.28E-15	1.27E-15
1369.577577	1.12E-15	1.05E-15	7.38E-16	1.49E-15	1.04E-15	9.77E-16	5.76E-16	1.03E-15	1.61E-15
1369.650821	1.15E-15	8.06E-16	5.05E-16	1.02E-15	8.72E-16	9.23E-16	1.28E-15	1.08E-15	1.11E-15
1369.724064	6.52E-16	1.10E-15	7.80E-16	1.03E-15	9.57E-16	9.75E-16	1.13E-15	1.07E-15	1.44E-15
1369.797307	8.97E-16	9.74E-16	1.16E-15	1.43E-15	1.34E-15	1.21E-15	9.33E-16	1.63E-15	1.21E-15
1369.870551	1.32E-15	5.17E-16	6.09E-16	1.66E-15	1.45E-15	1.77E-15	1.15E-15	8.30E-16	9.11E-16
1369.943794	9.97E-16	9.72E-16	7.63E-16	7.37E-16	1.61E-15	1.04E-15	1.06E-15	1.12E-15	1.35E-15
1370.017037	1.11E-15	1.30E-15	8.88E-16	1.15E-15	1.38E-15	8.27E-16	1.49E-15	1.70E-15	2.07E-15
1370.090281	7.63E-16	9.78E-16	8.96E-16	8.19E-16	1.79E-15	1.95E-15	2.39E-15	1.29E-15	1.54E-15
1370.163524	5.60E-16	5.96E-16	1.26E-15	1.38E-15	1.69E-15	1.41E-15	1.43E-15	7.59E-16	1.70E-15
1370.236768	7.93E-16	1.10E-15	1.20E-15	1.57E-15	8.14E-16	5.01E-16	1.45E-15	1.21E-15	1.82E-15
1370.310011	8.75E-16	9.77E-16	6.40E-16	1.41E-15	9.13E-16	6.96E-16	1.16E-15	1.24E-15	1.75E-15
1370.383254	3.79E-16	7.31E-16	9.82E-16	9.30E-16	1.61E-15	8.47E-16	1.02E-15	1.85E-15	1.28E-15
1370.456498	7.14E-16	8.37E-16	5.20E-16	9.99E-16	1.59E-15	1.30E-15	1.58E-15	1.61E-15	1.13E-15
1370.529741	5.11E-16	7.91E-16	8.70E-16	8.98E-16	1.12E-15	2.09E-15	1.61E-15	1.45E-15	1.13E-15
1370.602984	9.06E-16	9.18E-16	1.19E-15	1.07E-15	1.39E-15	1.19E-15	2.04E-15	1.61E-15	2.14E-15
1370.676228	7.11E-16	9.94E-16	6.38E-16	8.91E-16	9.54E-16	7.60E-16	1.31E-15	9.82E-16	1.87E-15
1370.749471	4.48E-16	5.82E-16	5.38E-16	1.19E-15	1.07E-15	7.28E-16	1.43E-15	9.48E-16	4.93E-16
1370.822714	3.91E-16	3.55E-16	3.54E-16	1.55E-15	1.24E-15	1.24E-15	1.43E-15	1.41E-15	1.73E-15
1370.895958	7.67E-16	5.05E-16	3.53E-16	9.30E-16	1.73E-15	1.41E-15	1.06E-15	1.26E-15	1.80E-15
1370.969201	1.31E-15	1.10E-15	7.63E-16	1.47E-15	1.49E-15	1.20E-15	1.06E-15	1.45E-15	1.27E-15
1371.042444	1.37E-15	5.00E-16	6.06E-16	1.17E-15	8.98E-16	1.59E-15	4.72E-16	1.40E-15	1.45E-15
1371.115688	1.04E-15	5.51E-16	6.50E-16	7.87E-16	7.59E-16	1.72E-15	1.37E-15	6.87E-16	1.13E-15
1371.188931	9.44E-16	3.56E-16	8.70E-16	1.38E-15	1.58E-15	1.41E-15	2.22E-15	1.62E-15	1.24E-15
1371.262175	6.47E-16	3.95E-16	8.16E-16	1.00E-15	1.83E-15	1.69E-15	1.46E-15	1.97E-15	1.34E-15
1371.335418	7.26E-16	3.74E-16	4.93E-16	1.02E-15	7.35E-16	1.06E-15	1.03E-15	1.03E-15	1.10E-15
1371.408661	5.00E-16	7.27E-16	7.35E-16	1.92E-15	9.07E-16	1.26E-15	1.09E-15	9.03E-16	1.30E-15
1371.481905	9.58E-16	7.87E-16	1.10E-15	2.39E-15	6.84E-16	1.39E-15	1.27E-15	1.06E-15	1.02E-15
1371.555148	1.31E-15	9.92E-16	1.06E-15	1.73E-15	8.11E-16	1.27E-15	1.03E-15	1.26E-15	1.76E-15
1371.628391	6.39E-16	8.73E-16	1.02E-15	1.34E-15	1.23E-15	1.17E-15	1.27E-15	1.57E-15	1.40E-15
1371.701635	4.36E-16	8.06E-16	6.98E-16	2.02E-15	2.05E-15	1.47E-15	1.26E-15	1.25E-15	9.06E-16
1371.774878	4.84E-16	7.60E-16	7.62E-16	1.52E-15	8.22E-16	9.33E-16	1.40E-15	1.06E-15	9.90E-16
1371.848121	5.58E-16	1.15E-15	6.91E-16	1.92E-15	1.35E-15	1.03E-15	1.92E-15	6.98E-16	1.15E-15
1371.921365	9.34E-16	1.58E-15	1.07E-15	2.53E-15	1.78E-15	9.06E-16	1.60E-15	1.34E-15	1.14E-15
1371.994608	9.54E-16	9.58E-16	1.19E-15	1.41E-15	1.15E-15	9.55E-16	2.17E-15	1.40E-15	1.41E-15
1372.067852	9.03E-16	5.98E-16	1.00E-15	1.47E-15	1.17E-15	6.79E-16	1.84E-15	1.11E-15	1.51E-15
1372.141095	7.97E-16	6.19E-16	8.24E-16	1.52E-15	9.60E-16	8.83E-16	1.18E-15	1.24E-15	1.66E-15
1372.214338	6.50E-16	8.57E-16	8.18E-16	1.66E-15	1.51E-15	1.15E-15	1.41E-15	1.05E-15	1.96E-15
1372.287582	1.26E-15	1.09E-15	9.39E-16	1.53E-15	1.60E-15	1.83E-15	1.43E-15	1.12E-15	1.66E-15
1372.360825	1.50E-15	1.09E-15	7.57E-16	1.36E-15	1.39E-15	2.58E-15	1.52E-15	8.82E-16	1.36E-15
1372.434068	1.10E-15	5.58E-16	7.72E-16	1.08E-15	4.86E-16	2.06E-15	1.83E-15	7.30E-16	8.11E-16
1372.507312	4.90E-16	6.13E-16	7.91E-16	9.78E-16	1.26E-15	1.20E-15	1.43E-15	1.30E-15	7.69E-16
1372.580555	5.96E-16	6.29E-16	7.82E-16	1.18E-15	1.93E-15	1.62E-15	8.55E-16	2.05E-15	1.56E-15
1372.653798	5.91E-16	5.81E-16	1.05E-15	1.03E-15	1.47E-15	1.47E-15	8.43E-16	2.10E-15	1.34E-15
1372.727042	8.29E-16	9.66E-16	8.08E-16	1.08E-15	1.14E-15	1.20E-15	1.38E-15	1.97E-15	8.06E-16
1372.800285	7.33E-16	7.67E-16	1.02E-15	1.11E-15	1.33E-15	1.52E-15	1.33E-15	1.50E-15	1.16E-15
1372.873528	5.69E-16	6.75E-16	1.00E-15	1.41E-15	1.48E-15	8.95E-16	8.76E-16	1.28E-15	7.56E-16
1372.946772	5.91E-16	6.86E-16	6.48E-16	1.57E-15	2.09E-15	8.55E-16	1.03E-15	1.18E-15	1.76E-15
1373.020015	9.21E-16	7.18E-16	5.84E-16	7.75E-16	2.20E-15	1.36E-15	1.07E-15	1.06E-15	1.88E-15
1373.093259	6.14E-16	8.66E-16	8.12E-16	2.01E-15	2.06E-15	1.38E-15	1.75E-15	1.87E-15	1.35E-15
1373.166502	5.12E-16	1.25E-15	9.89E-16	2.61E-15	9.97E-16	1.16E-15	1.53E-15	1.75E-15	8.54E-16
1373.239745	3.83E-16	7.14E-16	1.03E-15	2.25E-15	1.04E-15	9.73E-16	7.81E-16	1.16E-15	1.20E-15
1373.312989	6.46E-16	9.57E-16	1.14E-15	1.90E-15	1.47E-15	1.41E-15	1.77E-15	1.43E-15	1.35E-15
1373.386232	7.33E-16	5.36E-16	1.03E-15	2.13E-15	2.03E-15	9.83E-16	1.14E-15	1.71E-15	1.14E-15
1373.459475	7.27E-16	1.11E-15	1.15E-15	1.46E-15	1.49E-15	5.96E-16	1.40E-15	1.29E-15	9.61E-16
1373.532719	6.63E-16	1.04E-15	1.05E-15	1.15E-15	1.89E-15	8.56E-16	1.21E-15	1.21E-15	9.76E-16
1373.605962	6.28E-16	6.97E-16	7.86E-16	1.34E-15	2.03E-15	6.61E-16	9.26E-16	1.57E-15	1.04E-15
1373.679205	8.74E-16	6.03E-16	6.95E-16	1.07E-15	1.24E-15	1.67E-15	1.04E-15	8.46E-16	2.24E-15
1373.752449	6.54E-16	8.69E-16	1.16E-15	1.51E-15	8.62E-16	2.09E-15	1.26E-15	8.36E-16	2.01E-15
1373.825692	6.70E-16	9.76E-16	3.60E-16	1.59E-15	8.60E-16	2.28E-15	8.42E-16	5.82E-16	1.20E-15
1373.898936	8.69E-16	1.17E-15	9.95E-16	9.39E-16	7.92E-16	2.30E-15	1.01E-15	9.59E-16	8.19E-16
1373.972179	8.52E-16	7.87E-16	8.66E-16	2.12E-15	2.14E-15	1.21E-15	1.86E-15	1.57E-15	1.33E-15
1374.045422	9.29E-16	6.25E-16	9.10E-16	1.47E-15	2.51E-15	1.18E-15	1.29E-15	1.35E-15	2.03E-15
1374.118666	8.19E-16	6.50E-16	1.26E-15	1.06E-15	1.39E-15	1.67E-15	1.47E-15	1.44E-15	2.51E-15
1374.191909	6.13E-16	1.05E-15	8.98E-16	1.51E-15	6.96E-16	1.42E-15	1.31E-15	9.69E-16	2.02E-15
1374.265152	1.06E-15	1.08E-15	8.04E-16	8.72E-16	4.39E-16	1.05E-15	1.04E-15	1.00E-15	8.58E-16
1374.338396	8.91E-16	7.99E-16	1.08E-15	1.67E-15	7.65E-16	1.20E-15	1.64E-15	1.44E-15	1.34E-15
1374.411639	8.54E-16	6.89E-16	1.62E-15	1.45E-15	1.34E-15	1.09E-15	1.39E-15	1.03E-15	1.38E-15
1374.484882	7.61E-16	4.02E-16	1.40E-15	1.75E-15	1.22E-15	1.44E-15	1.18E-15	1.01E-15	1.23E-15
1374.558126	5.26E-16	8.70E-16	6.68E-16	2.14E-15	1.37E-15	2.42E-15	1.25E-15	6.98E-16	1.61E-15
1374.631369	5.10E-16	1.51E-15	5.34E-16	2.05E-15	1.18E-15	2.41E-15	1.33E-15	1.31E-15	1.47E-15
1374.704612	5.95E-16	1.30E-15	7.53E-16	1.49E-15	1.30E-15	1.62E-15	1.16E-15	1.13E-15	2.01E-15
1374.777856	6.35E-16	4.69E-16	8.90E-16	1.83E-15	1.09E-15	1.63E-15	6.93E-16	6.18E-16	1.34E-15
1374.851099	5.92E-16	7.00E-16	9.68E-16	1.36E-15	1.15E-15	1.40E-15	6.10E-16	7.39E-16	8.94E-16
1374.924343	5.99E-16	1.29E-15	9.38E-16	1.22E-15	1.91E-15	8.09E-16	8.35E-16	9.47E-16	1.45E-15
1374.997586	7.81E-16	1.02E-15	7.02E-16	1.31E-15	1.58E-15	1.08E-15	1.58E-15	1.09E-15	8.22E-16
1375.070829	6.69E-16	5.49E-16	1.29E-15	1.24E-15	1.29E-15	7.63E-16	1.67E-15	1.02E-15	1.29E-15
1375.144073	4.74E-16	1.11E-15	1.22E-15	1.47E-15	1.13E-15	1.06E-15	1.33E-15	1.19E-15	1.51E-15
1375.217316	6.86E-16	1.32E-15	1.28E-15	1.97E-15	1.66E-15	1.13E-15	6.57E-16	1.75E-15	1.76E-15
1375.290559	4.55E-16	1.00E-15	1.62E-15	1.82E-15	1.43E-15	9.26E-16	1.33E-15	1.69E-15	1.04E-15
1375.363803	7.14E-16	1.65E-15	1.08E-15	1.20E-15	1.41E-15	1.88E-15	1.94E-15	1.26E-15	1.12E-15
1375.437046	9.92E-16	1.03E-15	1.02E-15	9.05E-16	1.06E-15	9.52E-16	1.40E-15	1.31E-15	1.68E-15
1375.510289	9.45E-16	1.08E-15	7.16E-16	6.94E-16	1.24E-15	9.43E-16	8.44E-16	1.36E-15	1.18E-15
1375.583533	1.30E-15	9.71E-16	8.73E-16	1.03E-15	1.53E-15	1.03E-15	1.32E-15	1.31E-15	9.46E-16
1375.656776	1.18E-15	6.65E-16	9.04E-16	1.43E-15	1.85E-15	1.30E-15	1.03E-15	1.30E-15	4.43E-16
1375.730019	7.39E-16	4.73E-16	1.16E-15	1.67E-15	1.80E-15	1.79E-15	7.68E-16	1.35E-15	7.80E-16
1375.803263	7.40E-16	5.19E-16	1.48E-15	1.30E-15	1.68E-15	1.37E-15	9.11E-16	1.60E-15	1.43E-15
1375.876506	8.13E-16	5.98E-16	1.22E-15	1.50E-15	1.58E-15	8.88E-16	1.06E-15	1.82E-15	1.51E-15
1375.94975	4.00E-16	5.73E-16	7.50E-16	1.06E-15	1.22E-15	1.57E-15	5.74E-16	9.79E-16	1.56E-15
1376.022993	4.85E-16	8.11E-16	4.76E-16	1.41E-15	1.04E-15	1.78E-15	9.88E-16	7.25E-16	7.36E-16
1376.096236	7.44E-16	5.93E-16	5.76E-16	1.81E-15	1.10E-15	1.51E-15	1.29E-15	1.55E-15	3.73E-16
1376.16948	5.43E-16	5.51E-16	1.00E-15	1.16E-15	1.43E-15	9.31E-16	1.68E-15	1.73E-15	7.31E-16
1376.242723	5.36E-16	1.34E-15	7.33E-16	7.25E-16	1.73E-15	1.04E-15	1.77E-15	1.50E-15	1.59E-15
1376.315966	8.29E-16	9.83E-16	6.91E-16	8.23E-16	1.56E-15	1.18E-15	1.75E-15	1.47E-15	1.51E-15
1376.38921	1.08E-15	9.98E-16	7.24E-16	1.05E-15	1.17E-15	8.96E-16	1.06E-15	1.71E-15	1.76E-15
1376.462453	9.64E-16	8.23E-16	1.04E-15	1.53E-15	9.83E-16	9.84E-16	1.80E-15	1.66E-15	1.54E-15
1376.535696	6.77E-16	9.20E-16	6.62E-16	1.94E-15	1.22E-15	1.13E-15	2.26E-15	1.26E-15	1.29E-15
1376.60894	5.76E-16	7.90E-16	2.64E-16	1.31E-15	1.54E-15	1.61E-15	2.20E-15	1.25E-15	1.26E-15
1376.682183	5.69E-16	5.49E-16	5.86E-16	2.59E-15	2.02E-15	8.85E-16	2.54E-15	1.41E-15	1.11E-15
1376.755427	9.04E-16	5.83E-16	9.94E-16	2.43E-15	1.21E-15	1.31E-15	1.99E-15	1.04E-15	1.19E-15
1376.82867	6.02E-16	8.29E-16	1.68E-15	1.51E-15	1.59E-15	9.93E-16	1.25E-15	1.24E-15	2.12E-15
1376.901913	3.73E-16	1.01E-15	1.49E-15	1.12E-15	1.16E-15	1.22E-15	1.30E-15	1.59E-15	1.92E-15
1376.975157	5.49E-16	5.58E-16	1.08E-15	9.75E-16	1.01E-15	1.38E-15	1.10E-15	2.12E-15	2.53E-15
1377.0484	7.49E-16	4.75E-16	4.50E-16	7.01E-16	2.37E-15	9.07E-16	1.15E-15	1.42E-15	2.10E-15
1377.121643	8.38E-16	8.01E-16	8.30E-16	9.94E-16	2.69E-15	7.94E-16	1.77E-15	8.30E-16	2.40E-15
1377.194887	6.09E-16	5.87E-16	8.38E-16	1.51E-15	1.40E-15	1.13E-15	1.08E-15	8.89E-16	2.51E-15
1377.26813	7.84E-16	6.08E-16	8.41E-16	1.64E-15	1.23E-15	1.19E-15	2.14E-15	1.27E-15	2.17E-15
1377.341373	9.45E-16	1.16E-15	4.94E-16	9.28E-16	1.20E-15	1.34E-15	2.98E-15	2.07E-15	1.09E-15
1377.414617	9.23E-16	1.10E-15	6.23E-16	9.66E-16	1.34E-15	9.32E-16	1.71E-15	2.01E-15	8.87E-16
1377.48786	9.62E-16	1.03E-15	7.49E-16	1.43E-15	1.17E-15	1.06E-15	1.25E-15	1.28E-15	6.00E-16
1377.561103	8.00E-16	7.83E-16	8.35E-16	1.81E-15	1.08E-15	8.45E-16	1.95E-15	1.56E-15	8.26E-16
1377.634347	9.23E-16	9.00E-16	5.20E-16	1.68E-15	1.44E-15	1.24E-15	1.85E-15	1.21E-15	1.27E-15
1377.70759	1.31E-15	1.15E-15	1.01E-15	1.30E-15	1.36E-15	6.50E-16	1.86E-15	8.55E-16	1.24E-15
1377.780834	1.09E-15	1.58E-15	9.13E-16	8.77E-16	8.05E-16	8.47E-16	2.21E-15	1.04E-15	1.22E-15
1377.854077	7.13E-16	9.81E-16	8.12E-16	1.26E-15	1.67E-15	1.68E-15	1.13E-15	9.79E-16	1.20E-15
1377.92732	7.22E-16	7.74E-16	1.03E-15	1.47E-15	1.38E-15	2.05E-15	1.27E-15	1.52E-15	1.56E-15
1378.000564	8.07E-16	8.03E-16	9.91E-16	1.71E-15	1.27E-15	2.60E-15	1.91E-15	1.59E-15	2.08E-15
1378.073807	4.86E-16	5.18E-16	1.28E-15	1.64E-15	1.46E-15	1.66E-15	1.40E-15	1.11E-15	1.69E-15
1378.14705	5.45E-16	8.64E-16	1.22E-15	9.24E-16	1.30E-15	1.22E-15	1.29E-15	1.48E-15	1.45E-15
1378.220294	8.64E-16	7.17E-16	6.21E-16	1.42E-15	1.19E-15	1.49E-15	1.19E-15	2.06E-15	1.30E-15
1378.293537	9.42E-16	1.09E-15	8.20E-16	1.33E-15	1.64E-15	1.60E-15	8.55E-16	1.38E-15	1.89E-15
1378.36678	1.33E-15	1.35E-15	9.40E-16	8.01E-16	2.01E-15	1.93E-15	9.39E-16	1.57E-15	2.50E-15
1378.440024	1.08E-15	6.98E-16	8.16E-16	1.23E-15	1.63E-15	2.15E-15	1.12E-15	1.65E-15	2.51E-15
1378.513267	5.72E-16	7.82E-16	5.25E-16	1.03E-15	1.22E-15	1.48E-15	9.17E-16	1.55E-15	1.84E-15
1378.586511	1.10E-15	7.17E-16	9.65E-16	1.03E-15	1.53E-15	1.36E-15	8.31E-16	1.09E-15	9.34E-16
1378.659754	6.60E-16	1.34E-15	6.92E-16	1.07E-15	1.67E-15	1.79E-15	1.05E-15	1.38E-15	9.87E-16
1378.732997	6.17E-16	1.31E-15	4.14E-16	1.36E-15	1.17E-15	1.61E-15	1.79E-15	1.90E-15	1.29E-15
1378.806241	6.34E-16	8.60E-16	5.49E-16	1.58E-15	1.06E-15	1.21E-15	1.66E-15	1.53E-15	1.79E-15
1378.879484	7.36E-16	9.23E-16	9.00E-16	8.20E-16	1.33E-15	1.52E-15	1.89E-15	1.61E-15	1.47E-15
1378.952727	8.93E-16	9.67E-16	7.87E-16	8.73E-16	2.18E-15	9.76E-16	2.24E-15	1.57E-15	1.16E-15
1379.025971	4.63E-16	1.48E-15	5.54E-16	9.01E-16	1.53E-15	6.06E-16	1.68E-15	6.99E-16	2.12E-15
1379.099214	5.21E-16	6.63E-16	7.64E-16	1.37E-15	1.25E-15	6.49E-16	1.71E-15	9.72E-16	1.69E-15
1379.172457	9.78E-16	4.27E-16	9.68E-16	1.09E-15	1.65E-15	8.19E-16	1.55E-15	1.41E-15	1.91E-15
1379.245701	9.35E-16	6.79E-16	6.20E-16	1.00E-15	1.50E-15	1.17E-15	1.20E-15	1.39E-15	1.21E-15
1379.318944	7.95E-16	3.85E-16	9.40E-16	1.09E-15	1.66E-15	1.55E-15	1.37E-15	1.12E-15	1.34E-15
1379.392187	7.05E-16	5.42E-16	1.29E-15	1.55E-15	1.07E-15	1.94E-15	1.97E-15	1.52E-15	1.39E-15
1379.465431	7.98E-16	8.84E-16	8.69E-16	1.28E-15	9.12E-16	1.20E-15	1.04E-15	2.30E-15	8.51E-16
1379.538674	8.25E-16	1.09E-15	6.24E-16	1.25E-15	1.28E-15	1.59E-15	1.40E-15	2.71E-15	6.69E-16
1379.611918	1.06E-15	1.43E-15	9.11E-16	1.37E-15	1.51E-15	1.98E-15	6.96E-16	1.83E-15	8.28E-16
1379.685161	1.39E-15	1.13E-15	1.04E-15	1.37E-15	1.29E-15	1.96E-15	1.50E-15	8.18E-16	1.15E-15
1379.758404	1.09E-15	8.80E-16	9.88E-16	2.28E-15	1.01E-15	8.48E-16	1.38E-15	2.20E-15	1.05E-15
1379.831648	1.03E-15	9.70E-16	5.52E-16	1.65E-15	7.83E-16	1.05E-15	1.26E-15	3.00E-15	1.06E-15
1379.904891	9.35E-16	8.43E-16	3.87E-16	6.34E-16	1.31E-15	1.27E-15	1.59E-15	1.02E-15	1.95E-15
1379.978134	4.40E-16	1.07E-15	8.18E-16	1.22E-15	1.43E-15	1.31E-15	1.31E-15	1.07E-15	1.51E-15
1380.051378	7.33E-16	1.06E-15	1.06E-15	1.01E-15	1.36E-15	1.39E-15	1.14E-15	1.54E-15	1.04E-15
1380.124621	6.14E-16	8.61E-16	8.76E-16	1.44E-15	1.42E-15	8.64E-16	1.42E-15	1.61E-15	1.26E-15
